2025-06-07,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,14:00
2025-06-07,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,14:00
2025-06-08,LG 트윈스,삼성 라이온즈,잠실 야구장,17:00
2025-06-08,두산 베어스,한화 이글스,잠실 야구장,17:00
2025-06-08,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,17:00
2025-06-08,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,17:00
2025-06-08,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,17:00
2025-06-10,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-10,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-10,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-10,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-10,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-11,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-11,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-11,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-11,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-11,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-12,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-12,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-12,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-12,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-12,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-13,LG 트윈스,삼성 라이온즈,잠실 야구장,18:30
2025-06-13,두산 베어스,한화 이글스,잠실 야구장,18:30
2025-06-13,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,18:30
2025-06-13,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,18:30
2025-06-13,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,18:30
2025-06-14,LG 트윈스,삼성 라이온즈,잠실 야구장,14:00
2025-06-14,두산 베어스,한화 이글스,잠실 야구장,14:00
2025-06-14,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,14:00
2025-06-14,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,14:00
2025-06-14,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,14:00
2025-06-15,LG 트윈스,삼성 라이온즈,잠실 야구장,17:00
2025-06-15,두산 베어스,한화 이글스,잠실 야구장,17:00
2025-06-15,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,17:00
2025-06-15,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,17:00
2025-06-15,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,17:00
2025-06-17,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-17,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-17,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-17,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-17,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-18,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-18,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
